CÓD,NOME,UND
225,APRESUNTADO,KG
37,BACON,KG
196,BEBIDA LACTEA,UND
74,LEITE LONGA VIDA,UND
77,LINGUIÇA CALABRESA,UND
26,MARGARINA TIPO I 500G,UND
224,MARGARINA TIPO II 500G,UND
88,MORTADELA DE FRANGO,KG
90,NATA,UND
223,"NATA BALDE 3,5",UND
96,PATE,UND
299,PATE 100G,UND
160,PRESUNTO MAGRO,KG
97,QUEIJO FATIADO,KG
98,QUEIJO RALADO,UND
134,SALSICHA,KG
